original_poem,translated_poem,translated_by_marian,src_lang,tgt_lang
"viagem
aparelhei o barco da ilusão
e reforcei a fé de marinheiro.
era longe o meu sonho, e traiçoeiro
o mar...
(só nos é concedida
esta vida
que temos;
e é nela que é preciso
procurar
o velho paraíso
que perdemos).
prestes, larguei a vela
e disse adeus ao cais, à paz tolhida.
desmedida,
a revolta imensidão
transforma dia a dia a embarcação
numa errante e alada sepultura...
mas corto as ondas sem desanimar.
em qualquer aventura,
o que importa é partir, não é chegar.","voyage
j’ai appareillé le bateau de l’illusion
et la foi de marin j’ai renforcée.
il était loin mon rêve, et sournois
l’océan ...
(seule nous est donnée
cette vie
que nous avons;
et c’est là que nous devons
rechercher
le vieux paradis
que nous avons perdu).
rapidement, j’ai laché la voile
et dis adieu au quai, à la paix ankylosée.
démesurée,
l’immensité en révolte
transforme tous les jours le bateau
en une tombe errante et ailée...
mais je fends les vagues sans me décourager.
dans toute aventure,
ce qui importe c’est de partir, ce n’est pas d’arriver.","- Je suis en route.
J'ai truqué le vaisseau de l'illusion
et fortifia la foi du marin.
C'était loin de mon rêve, et perfide.
la mer...
(seul le droit nous est accordé)
Cette vie
que nous avons;
Et c'est en elle que c'est nécessaire
recherche
le vieux paradis
que nous avons perdu).
J'ai laissé tomber la bougie.
Et dit au revoir au quai, à la paix de l'esprit.
dans une certaine mesure,
l'immensité de la révolte
transforme le bateau jour après jour
dans une tombe errante et ailée...
Mais j'ai coupé les vagues sans décourager.
dans n'importe quelle aventure,
Ce qui importe, c'est de partir, de ne pas arriver.",pt,fr
"noivado
vês, querida, o horizonte ardendo em chamas?
além desses outeiros
vai descambando o sol, e à terra envia
os raios derradeiros;
a tarde, como noiva que enrubesce,
traz no rosto um véu mole e transparente;
no fundo azul a estrela do poente
já tímida aparece.
como um bafo suavíssimo da noite,
vem sussurrando o vento,
as árvores agita e imprime às folhas
o beijo sonolento.
a flor ajeita o cálix: cedo espera
o orvalho, e entanto exala o doce aroma;
do leito do oriente a noite assoma;
como uma sombra austera.
vem tu, agora, ó filha de meus sonhos,
vem, minha flor querida;
vem contemplar o céu, página santa
que amor a ler convida;
da tua solidão rompe as cadeias;
desce do teu sombrio e mudo asilo;
encontrarás aqui o amor tranqüilo...
que esperas? que receias?
olha o templo de deus, pomposo e grande;
lá do horizonte oposto
a lua, como lâmpada, já surge
a alumiar teu rosto;
os círios vão arder no altar sagrado,
estrelinhas do céu que um anjo acende;
olha como de bálsamos rescende
a c'roa do noivado.
irão buscar-te em meio do caminho
as minhas esperanças;
e voltarão contigo, entrelaçadas
nas tuas longas tranças;
no entanto eu preparei teu leito à sombra
do limoeiro em flor; colhi contente
folhas com que alastrei o solo ardente
de verde e mole alfombra.
pelas ondas do tempo arrebatados,
até à morte iremos,
soltos ao longo do baixel da vida
os esquecidos remos.
firmes, entre o fragor da tempestade,
gozaremos o bem que amor encerra,
passaremos assim do sol da terra
ao sol da eternidade.","fiançailles
tu vois, ma chérie, brûler l'horizon en flammes?
au-delà de ces collines
le soleil s’abaisse et à la terre envoie
les rayons ultimes;
le soir, tel une mariée qui s’empourpre,
il porte sur le visage un voile doux et transparent;
sur fond bleu l’étoile du couchant
déjà timide apparaît.
comme un tendre souffle de la nuit,
vient le vent en chuchotant,
il agite les arbres et influe aux feuilles
le baiser somnolent.
la fleur ajuste le calice: elle attend de bonne heure
la rosée, et pendant ce temps elle exhale le doux arôme;
du lit de l’orient la nuit se prône;
comme une ombre austère.
viens toi, maintenant, ô fille de mes rêves,
viens, ma chère fleur;
viens contempler le ciel, page sacrée
qui invite à lire l’amour;
de ta solitude romp les chaînes;
descend de ton sombre et muet asile;
tu trouveras ici l'amour tranquille ...
qu’ attends-tu? de quoi as-tu peur?
regarde le temple de dieu, majestueux et grand;
dans l’autre extrémité de l’horizon
la lune, telle une lampe, surgit
et illumine ton visage;
les bougies brûleront sur l'autel sacré,
petites étoiles célestes qu’un ange allume;
regarde comme de baumes elle est parfumée
la couronne des fiançailles.
elles iront te chercher à mi-chemin
mes esperances;
et reviendront avec toi, entrelacées
dans tes longues tresses;
cependant, j’ai préparé ton lit à l'ombre
du citronnier en fleur; j’ai ramassé content
des feuilles que j’ai répandues sur le sol ardent
en un tapis vert et mou.
par les vagues du temps extasiés,
jusqu’à la mort nous irons ;
dénoués de la barque de la vie
les rames oubliés.
fermes, parmi le bruit de la tempête,
nous profiterons du bien que l’amour enferme,
nous passerons ainsi du soleil de la terre
au soleil de l'éternité.","Engagement
Tu vois, chérie, l'horizon brûle en flammes?
en plus de ces collines
Le soleil se couche, et la terre envoie
les derniers rayons;
dans l'après-midi, comme une mariée qui se branle,
porte un voile doux et transparent sur le visage;
dans le fond bleu l'étoile du pont
Elle est déjà timide.
comme un souffle très doux de la nuit,
a chuchoté le vent,
les arbres secouent et impriment sur les feuilles
Le baiser endormi.
la fleur arrange le calix: les attentes précoces
la rosée, cependant, dégage l'arôme sucré;
du lit de l`orient souffle la nuit;
Comme une ombre austère.
Tu viens, ô fille de mes rêves,
Viens, ma chère fleur.
Venez voir le ciel, page sainte
ce qui aime lire les invitations;
de votre solitude brise les chaînes;
Descendez de votre asile obscur et silencieux;
Vous trouverez ici l'amour calme...
Qu'est-ce que tu attends, que tu aies peur?
Regardez le temple de Dieu, pompeux et grand;
là de l'horizon opposé
la lune, comme une lampe, apparaît déjà
d'éclaircir votre visage;
Les cerises brûleront sur l'autel sacré,
les étoiles du ciel qu'un ange allume;
Regarde comment ça descend du baume.
On va se fiancer.
Ils vont te chercher au milieu du chemin.
mes espoirs;
Et ils reviendront avec toi, entrelacés
dans vos longues tresses;
mais j'ai préparé ton lit à l'ombre
de l'arbre de limousine en fleur; j'ai choisi le contenu
feuilles avec lesquelles je répands le sol brûlant
tapis vert et doux.
par les ondulations du temps,
jusqu'à la mort, nous irons,
publié tout au long du bassel de la vie
Les rames oubliées.
ferme, entre la chaleur de la tempête,
Nous apprécierons le bien que l'amour ferme,
Nous passerons ainsi du soleil de la terre
dans le soleil de l'éternité.",pt,fr
"paisagem
passavam pelo ar aves repentinas,
o cheiro da terra era fundo e amargo,
e ao longe as cavalgadas do mar largo
sacudiam na areia as suas crinas.
era o céu azul, o campo verde, a terra escura,
era a carne das árvores elástica e dura,
eram as gotas de sangue da resina
e as folhas em que a luz se descombina.
eram os caminhos num ir lento,
eram as mãos profundas do vento
era o livre e luminoso chamamento
da asa dos espaços fugitiva.
eram os pinheirais onde o céu poisa,
era o peso e era a cor de cada coisa,
a sua quietude, secretamente viva,
e a sua exalação afirmativa.
era a verdade e a força do mar largo,
cuja voz, quando se quebra, sobe,
era o regresso sem fim e a claridade
das praias onde a direito o vento corre.","paysage
les oiseaux passaient hâtifs dans les airs,
l'odeur de la terre était dense et amère,
et au loin les cavalcades de l’immense mer
secouaient sur le sable leurs crinières.
c’était le ciel bleu, la campagne verte, la terre brune,
c’était la chair des arbres élastique et dure,
c’étaient les gouttes de sang de la résine
et les feuilles où la lumière se dissocie.
c’étaient les chemins d’un marcher lent,
c’étaient les mains profondes du vent
c’était le libre appel lumineux
de l’aile des espaces fuyant.
c’étaient les pins où le ciel se pose,
c’était le poids et la couleur de chaque chose,
sa quiétude, secrètement vivante,
et son exhalation affirmante.
c’était la vérité et la force de la mer imense,
dont la voix quand elle se brise, remonte,
c’était le retour éternel et la clarté
des plages que le vent parcourt d’emblée.","Paysage
ils ont traversé l'air des oiseaux soudains,
l'odeur de la terre était profonde et amère,
et loin des promenades de la mer large
Ils berçaient dans le sable leurs sabots.
C'était le ciel bleu, le champ vert, la terre sombre,
C'était la chair des arbres durs et élastiques,
étaient les gouttes de sang de la résine
et les feuilles où la lumière décombine.
étaient les chemins d'un pas lent,
étaient les mains profondes du vent
était l'appel libre et lumineux
de l'aile des espaces de fuite.
C'étaient les pins où le ciel était perché,
C'était le poids et c'était la couleur de chaque chose,
son calme, secrètement vivant,
et son exhalation positive.
c'était la vérité et la force de la mer large,
dont la voix, quand elle éclate, monte,
c'était le retour sans fin et la clarté
des plages où le vent court à droite.",pt,fr
"equívoco
vê como floresce
pontualmente
a magnólia
adivinhando na minha sede
a urgência da cor.
respiro
a seda rósea das suas pétalas
e é de ti que me embriago
desfio o vento nos dedos
para tecer à pressa
primaveras.
e passeio nelas
de mão dada
com a tua sombra
até que a magnólia
perca a derradeira pétala
no frio escuro do chão
lembrando-me
que ainda é inverno.","équivoque
vois comme il fleurit
ponctuellement
le magnolia
en devinant dans ma soif
l'urgence de la couleur.
je respire
la soie rosée de ses pétales
et c’est de toi que je m’enivre
j’effile le vent dans mes doigts
pour tisser à la hâte
des printemps.
en eux je me promène
main dans la main
avec ton ombre
jusqu'à ce que le magnolia
perde sa dernière pétale
sur le froid sombre du sol
me rappelant
que c’est encore l'hiver.","..............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
♪ Voir comment il fleurit ♪
ponctuellement
les magnolias
Devinez à mon quartier général
l'urgence de la couleur.
respiration
la soie rose de tes pétales
Et c'est toi que je me soûle
Je roule le vent dans mes doigts
à tisser dans la hâte
Des printemps.
et marchez dedans.
Porté à la main
avec ton ombre
jusqu'au magnolia
perdre les derniers pétales
dans le froid sombre du sol
♪ Se souvenir de moi ♪
Ce qui est encore l'hiver.",pt,fr
"a ilusão da lua
veio a noite de mansinho
e a lua surgiu airosa,
indo mirar-se, vaidosa,
na lagoa do caminho.
achou-se bela deveras,
sorrindo com aire e orgulho,
e, dando n’água um mergulho,
banhou-se toda em quimeras.
as horas foram passando
e os vagalumes piscando
pra lua cheia de vida,
mas o sol, cruel, chegando,
foi a ilusão abafando
e a lua tombou vencida.","l'illusion de la lune
la nuit vint doucement
et la lune se leva gracieuse,
allant se mirer, vaniteuse,
dans la mare du chemin.
elle se trouva vraiment belle,
souriant avec grâce et fierté,
et, de suite dans l’eau en plongeant,
de chimères s’est toute baignée.
les heures allaient en passant
et les lucioles en clignotant
à la lune pleine de vie,
mais le soleil, cruel, arriva,
l’illusion il étouffa
et la lune tomba anéantie.","L'illusion de la lune
La nuit de douceur est venue
Et la lune s'est levée,
Je vais te regarder, vaine,
Dans l'étang du chemin.
Il pensait que c'était beau, en effet.
souriant d'air et de fierté,
et, donnant de l'eau une plongée,
Il s'est baigné dans des chimères.
les heures sont passées
et les lucioles clignotantes
pour la lune pleine de vie,
Mais le soleil, cruel, venant,
C'était l'illusion étouffante
Et la lune est tombée.",pt,fr
"este inferno de amar
este inferno de amar – como eu amo ! –
quem mo pôs aqui n’alma... quem foi ?
esta chama que alenta e consome
que é a vida – e que a vida destrói –
como é que se veio a atear,
quando – ai quando se há-de ela apagar ?
eu não sei, não me lembra : o passado,
a outra vida que dantes vivi
era um sonho talvez...- foi un sonho –
em que paz tão serena a dormi !
oh !, que doce era aquele sonhar ...
quem me veio, aí de mim !, despertar?
só me lembra que um dia formoso
eu passei... dava o sol tanta luz !
e os meus olhos, que vagos giravam
em seus olhos ardentes os pus.
que fez ela ?, eu que fiz ? – não no sei ;
mas nessa hora a viver comecei...","cet infer d’aimer
cet enfer d’aimer - comme j’ aime! -
qui me l’a mis en mon âme ... qui?
cette flamme qui anime et consomme
qui est la vie - et que la vie détruit -
comment s’est-elle allumée,
quand – ai, quand se va-t-elle consumer?
je ne sais, je ne me souviens pas: le passé,
l'autre vie qu’avant j’ai vécue
c’était un rêve peut-être ...- ce fut un rêve -
dans quelle paix si sereine je l’ai dormie!
oh, combien doux était ce rêve ....
qui est venu, pauvre de moi !, me réveiller?
je me souviens seulement qu’en une belle journée
je passais ... le soleil était si lumineux!
et mes yeux, vagues qui tournoyaient
en ses yeux ardents je les ai posés.
qu'at-elle fait? qu’ai-je fait? – je ne le sais;
mais à cette même heure à vivre j’ai commencé...","♪ cet enfer d'amour ♪
cet enfer d'amour – comme j'aime! –
Qui m'a mis ici dans l'âme... qui l'a fait?
cette flamme qui encourage et consomme
qui est la vie – et que la vie détruit –
Comment as-tu fini par t'attacher,
quand – quand sera-t-il supprimé?
Je ne sais pas, je ne me souviens pas : le passé,
l'autre vie que j'ai vécue avant
C'était un rêve peut-être... c'était un rêve...
dans laquelle la paix si sereine j'ai dormi!
Oh, comme ce rêve était gentil...
Qui est venu à moi, là-bas de moi, se réveiller?
Rappelle-moi juste qu'une belle journée
J'ai passé... je donnerais tellement de lumière au soleil!
et mes yeux, qui étaient si vagues qu'ils se tournaient.
dans leurs yeux brûlants je les mets.
Qu'est-ce qu'elle a fait?, je l'ai fait? – Je ne sais pas ;
Mais à cette époque de la vie, j'ai commencé...",pt,fr
"os cinco sentidos
são belas - bem o sei, essas estrelas,
mil cores - divinais têm essas flores;
mas eu não tenho, amor, olhos para elas:
em toda a natureza
não vejo outra beleza
senão a ti - a ti!
divina - ai! sim, será a voz que afina
saudosa - na ramagem densa, umbrosa.
será; mas eu do rouxinol que trina
não oiço a melodia,
nem sinto outra harmonia
senão a ti - a ti!
respira - n'aura que entre as flores gira,
celeste - incenso de perfume agreste,
sei... não sinto: minha alma não aspira,
não percebe, não toma
senão o doce aroma
que vem de ti - de ti!
formosos - são os pomos saborosos,
é um mimo - de néctar o racimo:
e eu tenho fome e sede... sequiosos,
famintos meus desejos
estão... mas é de beijos,
é só de ti - de ti!
macia - deve a relva luzidia
do leito - ser por certo em que me deito.
mas quem, ao pé de ti, quem poderia
sentir outras carícias,
tocar noutras delícias
senão em ti! - em ti!
a ti! ai, a ti só os meus sentidos
todos num confundidos,
sentem, ouvem, respiram;
em ti, por ti deliram.
em ti a minha sorte,
a minha vida em ti;
e quando venha a morte,
será morrer por ti.","les cinq sens
elles sont belles – je le sais, ces étoiles,
mille couleurs – sublimes ont ces fleurs;
mais je n’ai pas, mon amour, d’yeux pour elles:
dans toute la nature
je ne vois d’autre beauté
que toi – que toi!
divine – ah!oui, ainsi sera la voix accordée
nostalgique – dans le feuillage dense, ombragée
elle será; mais moi du rossignol qui chante
je n’écoute la mélodie
ni je sens une autre harmonie
que de toi – de toi!
respire – dans la brise qu’entre les fleurs circule,
céleste – encens de parfum agreste,
je sais.. je ne sens rien: mon âme n’aspire,
ne comprend, ne saisit
que le doux parfum
qui vient de toi – de toi!
merveilleux - sont les fruits savoureux,
c’est un régal – de néctar la grappe:
et j’ai faim et soif... assoifés
afamés mes désirs
le sont...mais de baisers,
rien que de toi – de toi!
tendre – doit être l’herbe brillante
du lit – c’est certain dans lequel je m’étends.
mais qui, près de toi, pourrait
sentir d’autres caresses,
toucher d’autres délices
d’autres qu’en toi – en toi!
a toi! aie, rien qu’en toi mes sens
en un seul tous confondus,
sentent, écoutent, respirent;
en toi, pour toi delirent.
en toi ma chance,
ma vie en toi,
et quand la mort viendra,
ça sera mourir pour toi.","Les cinq sens
sont belles - je sais bien, ces étoiles,
1000 couleurs divines ont ces fleurs;
Mais je n'ai pas, l'amour, les yeux pour eux:
dans toute la nature
Je ne vois aucune autre beauté.
Mais à toi, à toi!
Dieu - ah! oui, ce sera la voix qui sonne
saludosa - dans la branche dense et sombre.
ce sera, mais moi du roux qui trinate
Je n'entends pas la mélodie,
Je ne ressens aucune autre harmonie.
Mais à toi, à toi!
respirer - n'aura entre les fleurs tourner,
Céleste - encens de parfums crus,
Je sais... je ne me sens pas : mon âme n'aspire pas,
Vous ne comprenez pas, vous ne le prenez pas.
sinon l'arôme sucré
ça vient de toi, de toi!
beau - sont les pommes savoureuses,
est un mime - de nectaring le cluster:
et j'ai faim et soif... sèche,
J'ai faim de mes désirs.
sont... mais c'est des baisers,
Il n'y a que toi, toi!
doux - doit la lucidie d'herbe
Du lit, assurez-vous que je m'allonge.
mais qui, à tes pieds, qui pourrait
sentir d'autres caresses,
jouer dans d'autres délices
Mais toi!
Pour vous, seulement mes sens.
tout cela dans une confusion,
sentir, entendre, respirer;
en toi, pour toi ils délirent.
en toi ma chance,
ma vie en toi;
Et quand la mort viendra,
Ça va mourir pour toi.",pt,fr
"natal de 1971
natal de quê? de quem?
daqueles que o não têm?
dos que não são cristãos?
ou de quem traz às costas
as cinzas de milhões?
natal de paz agora
nesta terra de sangue?
natal de liberdade
num mundo de oprimidos?
natal de uma justiça
roubada sempre a todos?
natal de ser-se igual
em ser-se concebido,
em de um ventre nascer-se,
em por de amor sofrer-se,
em de morte morrer-se,
e de ser-se esquecido?
natal de caridade,
quando a fome ainda mata?
natal de qual esperança
num mundo todo bombas?
natal de honesta fé,
com gente que é traição,
vil ódio, mesquinhez,
e até natal de amor?
natal de quê? de quem?
daqueles que o não têm,
ou dos que olhando ao longe
sonham de humana vida
um mundo que não há?
ou dos que se torturam
e torturados são
na crença de que os homens
devem estender-se a mão?","noël de 1971
noël de quoi? de qui?
de ceux qui ne l'ont pas?
de ceux qui ne sont pas chrétiens?
ou de ceux qui portent sur le dos
les cendres de millions d'autres?
noël de paix maintenant
sur cette terre de sang?
noël de liberté
dans un monde d'opprimés?
noël de l'injustice
toujours à tous volée?
noël d'être égaux
dans le fait d'être conçu,
d'un ventre être né,
pour de l'amour souffrir
de la mort mourir,
et d'en être oublié?
noel de la charité,
quand la faim continue à tuer?
noël de quel espoir
dans un monde plein de bombes?
noël de l'honête foi,
de gens qui sont la trahison,
l'horrible haine, la méchanceté,
et même le noël d'amour ?
noël de quoi? de qui?
de ceux qui ne l'ont pas,
de ceux qui en regardant au loin
rêvent d'une vie humaine
un monde qui n'existe pas ?
ou de ceux qui se torturent
et torturés ils le sont
dans leur croyance que les hommes
doivent se tendre la main ?","La naissance de 1971
Noël de qui?
De ceux qui ne l'ont pas?
de ceux qui ne sont pas chrétiens?
ou de ceux qui la portent dans leur dos
les cendres de millions?
Noël de paix maintenant
dans cette terre de sang?
naissance de la liberté
dans un monde de peuples opprimés?
naissance de la justice
Volée tout le temps?
Noël d'être le même
lorsqu'ils sont conçus,
dans un ventre à naître,
pour le bien de l'amour de souffrir,
dans la mort à mourir,
Et pour être oublié?
Noël de charité,
Quand la faim tue-t-elle encore?
Noël dont l'espoir
dans un monde entier de bombes?
Noël de foi honnête,
avec des gens qui sont de la trahison,
haine vile, méchanceté,
Et même Noël d'amour?
Noël de qui?
de ceux qui ne l'ont pas,
ou ceux qui regardent loin
Rêve de vie humaine
Un monde qui n'existe pas?
ou de ceux qui se torturent eux-mêmes
et torturés sont
dans la croyance que les hommes
Vous devriez tendre la main?",pt,fr
"pedra filosofal
eles não sabem que o sonho
é uma constante da vida
tão concreta e definida
como outra coisa qualquer,
como esta pedra cinzenta
em que me sento e descanso,
como este ribeiro manso
em serenos sobressaltos,
como estes pinheiros altos
que em verde e oiro se agitam,
como estas aves que gritam
em bebedeiras de azul.
eles não sabem que o sonho
é vinho, é espuma, é fermento,
bichinho álacre e sedento,
focinho pontiagudo,
que fossa através de tudo
num perpétuo movimento.
eles não sabem que o sonho
é tela, é cor, é pincel,
base, fuste, capitel,
arco em ogiva, vitral,
pináculo de catedral,
contraponto, sinfonia,
máscara grega, magia,
que é retorta de alquimista,
mapa do mundo distante,
rosa dos ventos, infante,
caravela quinhentista,
que é cabo da boa esperança,
ouro, canela, marfim,
florete de espadachim,
bastidor, passo de dança,
colombina e arlequim,
passarola voadora,
para-raios, locomotiva,
barco de proa festiva,
alto-forno, geradora,
cisão de átomo, radar,
ultra-som, televisão,
desembarque em foguetão
na superfície lunar.
eles não sabem, nem sonham,
que o sonho comanda a vida.
que sempre que o homem sonha
o mundo pula e avança
como bola colorida
entre as mãos de uma criança.","pierre philosophale
ils ne savent pas que le rêve
est une constante de la vie
aussi concrète et définie
que n'importe quelle autre chose,
comme cette pierre grise
sur laquelle assis je me repose,
comme ce ruisseau acalmé
en de sereins soubressauts,
comme ces sapins hauts
qui de vert et or s'agitent,
comme ces oiseaux qui crient
en des soûleries d'azur
ils ne savent pas que le rêve,
est le vin, l'écume, le ferment,
petit animal vif et assoiffé,
avec son museau pintu,
qui creuse au travers de tout
dans un perpétuel mouvement.
ils ne savent pas que le rêve
est la toile, la couleur, le pinceau,
la base, le fût, le chapiteau,l'arc en ogive,
le vitraille pinacle de cathédrale,
le contrepoint, la symphonie,
qu'il est la moufle de l'alchimiste,
l'or, la cannelle, l'ivoire,
le fleuret de l'escrimeur,
les coulisses, le pas de danse,
colombine et arlequin,
la machine volante,
le paratonnerre, la locomotive,
le bateau à la proue festive,
le haut fourneau, le générateur,
la scission de l'atome, le radar,
l'ultra-son, la télévision,
l'aterrissage en fusée
sur la surface lunaire.
ils ne savent pas, ni ils devinent,
que le rêve comande la vie.
qu'à chaque fois que l'homme rêve
le monde rebondit, et va de l'avant
comme un ballon coloré
entre les mains d'un enfant.","La pierre du philosophe
Ils ne savent pas que le rêve
est une constante de vie
si concret et défini
comme n'importe quoi d'autre,
comme cette pierre grise
dans lequel je m'assieds et me repose,
comme cette douce rivière
dans des fusées éclairantes sereines,
comme ces grands pins
qu'en vert et dans l'air sont agités,
comme ces oiseaux criants
dans des boissons bleues.
Ils ne savent pas que le rêve
C'est du vin, de la mousse, de la levure,
petit chien amer et assoiffé,
le museau pointu,
C'était à travers tout.
dans un mouvement perpétuel.
Ils ne savent pas que le rêve
C'est l'écran, la couleur, le pinceau,
base, jupe, capitale,
arc d'ogive, vitrail,
cathédrale pinnaculaire,
contrepoint, symphonie,
Masque grec, magie,
qui est la réplique d'un alchimiste,
carte du monde lointain,
rose des vents, bébé,
caraval quinthiste,
qui est la fin de la bonne espérance,
or, cannelle, ivoire,
Le fleuron de l'épéeur,
coulisses, pas de danse,
Colombien et Arlequin,
Oiseau volant,
para-rails, locomotive,
bateau d'étrave de vacances,
haut fourneau, générateur,
atome divisé, radar,
échographie, télévision,
Débarquement de roquettes
sur la surface lunaire.
Ils ne savent pas, ils ne rêvent pas,
que le rêve commande la vie.
que chaque fois qu'un homme rêve
le monde saute et avance
comme une boule de couleur
dans les mains d'un enfant.",pt,fr
"a criança que fui chora na estrada
a criança que fui chora na estrada.
deixei-a ali quando vim ser quem sou;
mas hoje, vendo que o que sou é nada,
quero ir buscar quem fui onde ficou.
ah, como hei de encontrá lo? quem errou
a vinda tem a regressão errada.
já não sei de onde vim nem onde estou.
de o não saber, minha alma está parada.
se ao menos atingir neste lugar
um alto monte, de onde possa enfim
o que esqueci, olhando-o, relembrar,
na ausência, ao menos, saberei de mim,
e, ao ver-me tal qual fui ao longe, achar
em mim um pouco de quando era assim.","l'enfant qui j'ai été pleure sur la route
l’enfant que j’ai été pleure sur la route.
je l’ai laissé là-bas en devenant ce que je suis;
mais aujourd’hui, en voyant que ce que je suis n'est rien,
je veux y retourner chercher celui qu'alors j’étais.
ah, mais comment puis-je le retrouver? celui qui
l’aller a échoué a le retour erroné.
je ne sais plus d’où je viens ni où je suis.
de ne pas le savoir, mon âme en est prostrée.
si au moins en atteignant ce lieu
une haute montagne, d’où je pourrais enfin
ce que j’ai oublié, en le regardant, me le rappeler.
en l’absence, au moins, je saurai qui je suis,
et en me voyant tel que j’ai été de loin, je trouverai
en moi un peu de ce que j’étais ainsi.","L'enfant que je pleurais sur la route
Le gamin que je pleurais sur la route.
Je l'ai laissée là quand je suis venu pour être qui je suis;
Mais aujourd'hui, voir que ce que je suis n'est rien,
Je veux aller chercher qui j'étais où tu étais.
Comment suis-je supposée le trouver?
La venue a la mauvaise régression.
Je ne sais pas d'où je viens ni d'où je suis.
Si je ne sais pas, mon âme est immobile.
si vous frappez au moins cet endroit
une haute montagne, d'où vous pouvez enfin
ce que j'avais oublié, le regardant, se souvenant,
en l'absence, au moins, je le saurai de moi-même,
Et quand je me suis vu comme je suis allé loin, j'ai trouvé
en moi depuis quand c'était comme ça.",pt,fr
